post_id,like_count,views,ctr,mean_tfidf_scaled,topic_covid,topic_entertainment,topic_movie,topic_politics,topic_sport,topic_tech,text_length_group_medium,text_length_group_short
108,0,,,-0.07909475296462948,False,False,False,False,False,False,True,False
109,69,517.0,0.13346228239845262,1.0663625022774947,False,False,False,False,False,False,False,False
110,94,586.0,0.16040955631399317,0.3276752311762356,False,False,False,False,False,False,False,False
111,140,1321.0,0.10598031794095382,0.12776233788971927,False,False,False,False,False,False,False,False
113,60,558.0,0.10752688172043011,0.7484891773018107,False,False,False,False,False,False,False,False
169,96,618.0,0.1553398058252427,0.7239139097700962,False,False,False,False,False,False,True,False
114,82,556.0,0.1474820143884892,0.6904528680090944,False,False,False,False,False,False,False,False
115,75,559.0,0.13416815742397137,0.1601829588480029,False,False,False,False,False,False,False,False
116,0,,,0.14690101317796567,False,False,False,False,False,False,True,False
117,85,605.0,0.14049586776859505,0.5632079509981085,False,False,False,False,False,False,False,False
118,0,,,-0.22801809810514362,False,False,False,False,False,False,True,False
2388,53,504.0,0.10515873015873016,-1.6724111507998376,True,False,False,False,False,False,False,True
2389,46,523.0,0.08795411089866156,-1.349067061210055,True,False,False,False,False,False,False,True
2390,53,474.0,0.11181434599156118,-1.2676074031763156,True,False,False,False,False,False,False,True
119,102,975.0,0.10461538461538461,0.4074366855841623,False,False,False,False,False,False,False,False
120,156,1302.0,0.11981566820276497,0.984070667819233,False,False,False,False,False,False,False,False
121,95,634.0,0.1498422712933754,0.8603436842222043,False,False,False,False,False,False,False,False
122,84,565.0,0.1486725663716814,0.4559070672853382,False,False,False,False,False,False,False,False
286,84,970.0,0.0865979381443299,0.09054468356905307,False,False,False,False,False,False,True,False
2391,79,955.0,0.08272251308900523,-1.3897337427123422,True,False,False,False,False,False,False,True
124,125,1300.0,0.09615384615384616,0.2184564957370462,False,False,False,False,False,False,False,False
125,0,,,0.37398927896207934,False,False,False,False,False,False,True,False
126,96,604.0,0.15894039735099338,1.2499915679970806,False,False,False,False,False,False,False,False
127,82,640.0,0.128125,1.78069684129755,False,False,False,False,False,False,False,False
128,78,597.0,0.1306532663316583,0.2639473133803405,False,False,False,False,False,False,True,False
129,59,509.0,0.11591355599214145,1.1288689528823115,False,False,False,False,False,False,False,False
130,76,560.0,0.1357142857142857,0.47934923073556296,False,False,False,False,False,False,False,False
131,81,537.0,0.15083798882681565,1.1090606397492084,False,False,False,False,False,False,False,False
132,57,569.0,0.10017574692442882,0.7142326332691166,False,False,False,False,False,False,False,False
133,55,485.0,0.1134020618556701,0.27656586708733355,False,False,False,False,False,False,False,False
134,89,576.0,0.1545138888888889,0.5273108520260344,False,False,False,False,False,False,True,False
176,82,649.0,0.1263482280431433,0.06832011106593296,False,False,False,False,False,False,True,False
2392,80,570.0,0.14035087719298245,-1.2814267006852027,True,False,False,False,False,False,False,True
135,84,566.0,0.14840989399293286,0.4253940716068685,False,False,False,False,False,False,False,False
136,77,569.0,0.13532513181019332,0.5397674211093081,False,False,False,False,False,False,False,False
137,90,597.0,0.1507537688442211,1.1538890356319158,False,False,False,False,False,False,False,False
138,78,552.0,0.14130434782608695,0.45413145088181267,False,False,False,False,False,False,False,False
260,86,537.0,0.1601489757914339,0.024338244421001614,False,False,False,False,False,False,True,False
139,79,956.0,0.08263598326359832,0.82607352243707,False,False,False,False,False,False,False,False
140,90,586.0,0.15358361774744028,0.24985465218830363,False,False,False,False,False,False,False,False
141,81,620.0,0.13064516129032258,0.5291184952257953,False,False,False,False,False,False,False,False
142,88,567.0,0.15520282186948853,0.012228586686469653,False,False,False,False,False,False,False,False
143,92,911.0,0.10098792535675083,0.9407302542519668,False,False,False,False,False,False,False,False
144,0,,,1.1214728813756978,False,False,False,False,False,False,False,False
145,76,538.0,0.1412639405204461,-0.006846604327871782,False,False,False,False,False,False,True,False
146,91,569.0,0.15992970123022848,0.7462100634900752,False,False,False,False,False,False,False,False
147,83,519.0,0.1599229287090559,0.7835340724148985,False,False,False,False,False,False,False,False
148,84,540.0,0.15555555555555556,0.7559707904799118,False,False,False,False,False,False,False,False
149,79,963.0,0.08203530633437175,0.5156500462450038,False,False,False,False,False,False,False,False
266,86,583.0,0.14751286449399656,-0.5790749808959215,False,False,False,False,False,False,True,False
150,96,575.0,0.16695652173913045,0.5087679908755306,False,False,False,False,False,False,False,False
151,83,599.0,0.13856427378964942,0.714545905836548,False,False,False,False,False,False,True,False
152,71,652.0,0.10889570552147239,1.008177152143697,False,False,False,False,False,False,False,False
153,98,627.0,0.15629984051036683,0.16564259552012126,False,False,False,False,False,False,True,False
154,73,613.0,0.11908646003262642,0.5387483183059119,False,False,False,False,False,False,False,False
155,96,588.0,0.16326530612244897,1.2606601309195342,False,False,False,False,False,False,False,False
156,0,,,0.13407373657500501,False,False,False,False,False,False,False,False
157,159,1362.0,0.11674008810572688,0.6131863977239632,False,False,False,False,False,False,False,False
158,48,553.0,0.0867992766726944,1.0918751543033463,False,False,False,False,False,False,False,False
159,92,528.0,0.17424242424242425,0.15961740990681014,False,False,False,False,False,False,True,False
160,87,572.0,0.1520979020979021,0.06841252411213318,False,False,False,False,False,False,False,False
161,0,,,0.43536388561556,False,False,False,False,False,False,False,False
162,75,561.0,0.13368983957219252,-0.11955625479868821,False,False,False,False,False,False,True,False
2393,94,640.0,0.146875,-1.3267061228013022,True,False,False,False,False,False,False,True
163,76,1001.0,0.07592407592407592,0.33061025546367245,False,False,False,False,False,False,False,False
164,77,932.0,0.08261802575107297,0.1831981935904175,False,False,False,False,False,False,False,False
165,80,549.0,0.14571948998178508,0.7062369590344515,False,False,False,False,False,False,False,False
166,0,,,-0.012554775462736256,False,False,False,False,False,False,True,False
167,98,570.0,0.17192982456140352,0.7743260917006164,False,False,False,False,False,False,False,False
168,91,651.0,0.13978494623655913,1.2304710953197533,False,False,False,False,False,False,False,False
170,86,546.0,0.1575091575091575,0.5976021952337321,False,False,False,False,False,False,False,False
171,79,523.0,0.15105162523900573,-0.0777282760457124,False,False,False,False,False,False,True,False
172,77,538.0,0.14312267657992564,0.36083962395938873,False,False,False,False,False,False,False,False
173,65,620.0,0.10483870967741936,0.5198459481505885,False,False,False,False,False,False,False,False
174,165,1580.0,0.10443037974683544,0.48504397463609766,False,False,False,False,False,False,False,False
175,0,,,1.2310548112884676,False,False,False,False,False,False,False,False
2394,57,523.0,0.1089866156787763,-1.387491397765744,True,False,False,False,False,False,False,True
177,145,1346.0,0.10772659732540862,0.2736916884195334,False,False,False,False,False,False,False,False
178,84,956.0,0.08786610878661087,1.0046745515565587,False,False,False,False,False,False,False,False
179,84,569.0,0.14762741652021089,1.001157275552161,False,False,False,False,False,False,False,False
180,86,942.0,0.09129511677282377,0.644855344131515,False,False,False,False,False,False,False,False
181,86,516.0,0.16666666666666666,0.43514410018139965,False,False,False,False,False,False,False,False
182,172,939.0,0.18317358892438765,1.150351247352951,False,False,False,False,False,False,False,False
1758,218,1591.0,0.13702074167190445,0.017936027374294467,False,False,False,False,True,False,True,False
183,208,1571.0,0.13239974538510502,0.8603172632663085,False,False,False,False,False,False,False,False
184,0,,,0.3165280042812145,False,False,False,False,False,False,False,False
185,76,514.0,0.14785992217898833,-0.12881248981699198,False,False,False,False,False,False,True,False
186,86,552.0,0.15579710144927536,0.18776651075951659,False,False,False,False,False,False,True,False
187,87,577.0,0.15077989601386482,0.16515990229602906,False,False,False,False,False,False,False,False
188,80,618.0,0.12944983818770225,1.228082390419557,False,False,False,False,False,False,False,False
1759,183,1110.0,0.16486486486486487,1.9358525180528756,False,False,False,False,True,False,False,False
189,79,607.0,0.1301482701812191,0.8534632104151457,False,False,False,False,False,False,False,False
190,89,552.0,0.161231884057971,-0.048758614108608156,False,False,False,False,False,False,True,False
191,88,633.0,0.13902053712480253,0.6262603177163478,False,False,False,False,False,False,False,False
192,83,571.0,0.14535901926444833,0.8233004406883705,False,False,False,False,False,False,False,False
193,123,1367.0,0.08997805413313825,0.49319408837928297,False,False,False,False,False,False,False,False
194,59,581.0,0.10154905335628227,0.5885624377923115,False,False,False,False,False,False,False,False
196,64,536.0,0.11940298507462686,-0.3875944873128601,False,False,False,False,False,False,True,False
197,86,564.0,0.1524822695035461,0.39222061006227465,False,False,False,False,False,False,False,False
198,76,590.0,0.1288135593220339,-0.17301749203203295,False,False,False,False,False,False,True,False
199,133,1366.0,0.09736456808199122,1.0114568807060942,False,False,False,False,False,False,False,False
200,114,965.0,0.11813471502590674,0.23021540327182966,False,False,False,False,False,False,False,False
1838,219,1554.0,0.14092664092664092,0.07103722522812563,False,False,False,False,True,False,True,False
201,79,547.0,0.14442413162705667,0.29548173821846396,False,False,False,False,False,False,False,False
202,73,598.0,0.12207357859531773,1.5886390507340038,False,False,False,False,False,False,False,False
203,89,580.0,0.15344827586206897,1.0153489996083906,False,False,False,False,False,False,False,False
204,83,635.0,0.13070866141732285,0.00312018637687697,False,False,False,False,False,False,True,False
205,35,486.0,0.0720164609053498,0.6378327172627135,False,False,False,False,False,False,False,False
206,83,536.0,0.15485074626865672,-0.2068900897454759,False,False,False,False,False,False,True,False
207,84,599.0,0.14023372287145242,0.9052395553023126,False,False,False,False,False,False,False,False
2395,62,499.0,0.12424849699398798,-1.2737952105278343,True,False,False,False,False,False,False,True
2396,58,480.0,0.12083333333333333,-1.452973405955284,True,False,False,False,False,False,False,True
208,142,1290.0,0.11007751937984496,0.24191595098758817,False,False,False,False,False,False,True,False
209,0,,,-0.0416870350833143,False,False,False,False,False,False,True,False
210,76,617.0,0.12317666126418152,0.27785602258324366,False,False,False,False,False,False,False,False
211,81,538.0,0.15055762081784388,0.18301788130282082,False,False,False,False,False,False,False,False
212,100,595.0,0.16806722689075632,0.2815544515001312,False,False,False,False,False,False,False,False
213,204,1526.0,0.13368283093053734,1.0185642106695292,False,False,False,False,False,False,False,False
214,81,896.0,0.09040178571428571,0.3743870862227766,False,False,False,False,False,False,False,False
215,83,634.0,0.1309148264984227,0.3632975919694989,False,False,False,False,False,False,True,False
216,64,602.0,0.10631229235880399,0.47491667205482596,False,False,False,False,False,False,False,False
323,99,582.0,0.17010309278350516,0.28344573527580946,False,False,False,False,False,False,True,False
2397,77,623.0,0.12359550561797752,-1.3867078866131703,True,False,False,False,False,False,False,True
217,97,980.0,0.09897959183673469,0.6116094086412128,False,False,False,False,False,False,False,False
218,76,623.0,0.12199036918138041,0.5376321921236236,False,False,False,False,False,False,False,False
219,60,587.0,0.10221465076660988,0.295813160619037,False,False,False,False,False,False,False,False
220,66,463.0,0.14254859611231102,0.43640712898356404,False,False,False,False,False,False,False,False
384,89,625.0,0.1424,0.1517436377805969,False,False,False,False,False,False,True,False
385,221,1564.0,0.14130434782608695,1.4498333245907982,False,False,False,False,False,False,False,False
386,68,563.0,0.12078152753108348,2.11948440894224,False,False,False,False,False,False,False,False
2398,59,502.0,0.11752988047808766,-1.5376107387334041,True,False,False,False,False,False,False,True
221,102,632.0,0.16139240506329114,1.0566084788227585,False,False,False,False,False,False,False,False
222,57,590.0,0.09661016949152543,0.04863681256337476,False,False,False,False,False,False,True,False
223,69,543.0,0.1270718232044199,-0.13038563246168453,False,False,False,False,False,False,True,False
224,79,615.0,0.12845528455284552,0.7502148437086946,False,False,False,False,False,False,False,False
225,90,576.0,0.15625,0.12722506557580987,False,False,False,False,False,False,True,False
2399,54,494.0,0.10931174089068826,-1.4448249762396153,True,False,False,False,False,False,False,True
2400,54,499.0,0.10821643286573146,-1.2386948993639548,True,False,False,False,False,False,False,True
2401,51,448.0,0.11383928571428571,-1.4268305441959337,True,False,False,False,False,False,False,True
2402,58,534.0,0.10861423220973783,-1.3686152056079024,True,False,False,False,False,False,False,True
226,140,1303.0,0.10744435917114352,1.088345391798312,False,False,False,False,False,False,False,False
227,60,554.0,0.10830324909747292,0.32990911095362463,False,False,False,False,False,False,False,False
228,81,584.0,0.1386986301369863,0.3844998616984907,False,False,False,False,False,False,True,False
229,74,546.0,0.13553113553113552,0.27704215672817534,False,False,False,False,False,False,False,False
230,91,553.0,0.16455696202531644,0.018617514895429902,False,False,False,False,False,False,True,False
231,0,,,0.6071609771410963,False,False,False,False,False,False,False,False
232,80,532.0,0.15037593984962405,0.2069499259387826,False,False,False,False,False,False,False,False
234,0,,,0.42930017197515974,False,False,False,False,False,False,False,False
235,89,599.0,0.14858096828046743,0.5470453906439295,False,False,False,False,False,False,False,False
412,106,612.0,0.17320261437908496,0.13294899184188844,False,False,False,False,False,False,True,False
2403,206,1213.0,0.16982687551525144,-1.2121070053687517,True,False,False,False,False,False,False,True
236,54,521.0,0.1036468330134357,0.29530629863931984,False,False,False,False,False,False,False,False
237,158,1364.0,0.1158357771260997,0.11433382895113843,False,False,False,False,False,False,False,False
238,76,564.0,0.1347517730496454,0.31293431543155575,False,False,False,False,False,False,True,False
239,74,560.0,0.13214285714285715,0.24014778797952674,False,False,False,False,False,False,False,False
240,0,,,-0.02987108292732782,False,False,False,False,False,False,True,False
1847,227,1550.0,0.1464516129032258,0.05480297570632969,False,False,False,False,True,False,True,False
241,102,569.0,0.17926186291739896,0.3278691900909619,False,False,False,False,False,False,False,False
242,78,582.0,0.13402061855670103,0.8581052945801766,False,False,False,False,False,False,False,False
243,88,889.0,0.09898762654668167,0.8847934677707691,False,False,False,False,False,False,False,False
244,86,593.0,0.14502529510961215,0.8002819807752388,False,False,False,False,False,False,False,False
1848,206,1468.0,0.14032697547683923,-0.14344248616787064,False,False,False,False,True,False,True,False
245,82,580.0,0.1413793103448276,0.9182333002296419,False,False,False,False,False,False,False,False
246,0,,,0.9173636707235598,False,False,False,False,False,False,False,False
247,85,608.0,0.13980263157894737,0.6171254493671093,False,False,False,False,False,False,False,False
248,83,560.0,0.14821428571428572,0.46656240854082565,False,False,False,False,False,False,False,False
277,0,,,0.11902984873912596,False,False,False,False,False,False,True,False
249,78,596.0,0.13087248322147652,0.8913674170538183,False,False,False,False,False,False,False,False
250,84,612.0,0.13725490196078433,1.698688260684649,False,False,False,False,False,False,False,False
251,137,1313.0,0.10434120335110435,-0.4145076730073694,False,False,False,False,False,False,True,False
252,82,604.0,0.1357615894039735,1.1292053960102437,False,False,False,False,False,False,False,False
253,90,591.0,0.15228426395939088,0.3852009798161822,False,False,False,False,False,False,False,False
425,68,583.0,0.11663807890222985,0.3828823821685254,False,False,False,False,False,False,True,False
255,70,556.0,0.12589928057553956,0.510555180774335,False,False,False,False,False,False,False,False
256,66,543.0,0.12154696132596685,0.006550678463187504,False,False,False,False,False,False,True,False
257,97,572.0,0.16958041958041958,0.751214152728313,False,False,False,False,False,False,False,False
258,79,595.0,0.13277310924369748,0.3140987034872437,False,False,False,False,False,False,True,False
259,72,566.0,0.127208480565371,0.40624646378617274,False,False,False,False,False,False,True,False
2404,55,476.0,0.11554621848739496,-1.3789104092382516,True,False,False,False,False,False,False,True
2405,55,479.0,0.11482254697286012,-1.3656408532375084,True,False,False,False,False,False,False,True
2406,54,494.0,0.10931174089068826,-1.2693054631670457,True,False,False,False,False,False,False,True
261,82,964.0,0.08506224066390042,0.22773041282421855,False,False,False,False,False,False,False,False
262,73,560.0,0.13035714285714287,0.016834434304441273,False,False,False,False,False,False,True,False
263,0,,,0.2610388474848188,False,False,False,False,False,False,False,False
264,127,1286.0,0.09875583203732503,0.38905659006260457,False,False,False,False,False,False,False,False
265,75,595.0,0.12605042016806722,0.6934348961339002,False,False,False,False,False,False,False,False
2407,60,501.0,0.11976047904191617,-1.3223155951302703,True,False,False,False,False,False,False,True
2408,53,517.0,0.10251450676982592,-1.4368451912016427,True,False,False,False,False,False,False,True
2409,210,1592.0,0.13190954773869346,-1.3847039382607291,True,False,False,False,False,False,False,True
267,71,551.0,0.12885662431941924,1.3130555247970237,False,False,False,False,False,False,False,False
269,94,625.0,0.1504,0.4281844520151767,False,False,False,False,False,False,True,False
270,52,557.0,0.0933572710951526,0.8211053753023242,False,False,False,False,False,False,False,False
271,100,624.0,0.16025641025641027,-0.16181254355060945,False,False,False,False,False,False,True,False
279,91,603.0,0.15091210613598674,0.8119425256757506,False,False,False,False,False,False,False,False
272,92,597.0,0.1541038525963149,0.28382096276013147,False,False,False,False,False,False,False,False
273,71,578.0,0.12283737024221453,-0.26472309589539117,False,False,False,False,False,False,True,False
274,61,556.0,0.10971223021582734,0.1045002322862121,False,False,False,False,False,False,False,False
275,81,566.0,0.1431095406360424,0.24613686953111144,False,False,False,False,False,False,True,False
276,82,623.0,0.13162118780096307,1.0289246109419086,False,False,False,False,False,False,False,False
2410,59,533.0,0.11069418386491557,-1.5040291421324399,True,False,False,False,False,False,False,True
2411,51,537.0,0.09497206703910614,-1.2751156356420137,True,False,False,False,False,False,False,True
2412,43,472.0,0.09110169491525423,-1.3447482696220117,True,False,False,False,False,False,False,True
2413,52,470.0,0.11063829787234042,-1.3689087904440296,True,False,False,False,False,False,False,True
280,151,1324.0,0.11404833836858005,0.4750787472133345,False,False,False,False,False,False,False,False
281,0,,,-0.022682834610170524,False,False,False,False,False,False,True,False
282,89,573.0,0.15532286212914484,0.34771515319317503,False,False,False,False,False,False,False,False
283,83,545.0,0.15229357798165138,0.17618500545489335,False,False,False,False,False,False,True,False
284,85,564.0,0.15070921985815602,0.5818448643318185,False,False,False,False,False,False,True,False
2414,52,501.0,0.10379241516966067,-1.3852807179883575,True,False,False,False,False,False,False,True
2415,56,505.0,0.11089108910891089,-1.4781615441018072,True,False,False,False,False,False,False,True
